X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,51.458,51.688,52.022,52.416,37.64
-5.92,-6,51.566,51.796,52.13,52.524,37.655
-5.84,-6,51.675,51.905,52.238,52.631,37.67
-5.76,-6,51.784,52.013,52.346,52.739,37.686
-5.68,-6,51.893,52.122,52.455,52.847,37.703
-5.6,-6,52.002,52.231,52.563,52.955,37.721
-5.52,-6,52.111,52.339,52.671,53.063,37.739
-5.44,-6,52.219,52.448,52.779,53.171,37.759
-5.36,-6,52.328,52.556,52.887,53.279,37.779
-5.28,-6,52.437,52.664,52.995,53.386,37.801
-5.2,-6,52.545,52.773,53.103,53.494,37.824
-5.12,-6,52.654,52.881,53.211,53.601,37.848
-5.04,-6,52.762,52.989,53.319,53.709,37.874
-4.96,-6,52.871,53.097,53.426,53.816,37.901
-4.88,-6,52.979,53.204,53.533,53.923,37.929
-4.8,-6,53.086,53.312,53.64,54.029,37.959
-4.72,-6,53.194,53.419,53.747,54.136,37.991
-4.64,-6,53.301,53.526,53.854,54.242,38.024
-4.56,-6,53.408,53.633,53.96,54.348,38.062
-4.48,-6,53.515,53.739,54.065,54.453,38.145
-4.4,-6,53.621,53.845,54.171,54.558,38.231
-4.32,-6,53.728,53.95,54.276,54.663,38.321
-4.24,-6,53.833,54.056,54.381,54.767,38.414
-4.16,-6,53.938,54.16,54.485,54.87,38.51
-4.08,-6,54.043,54.265,54.588,54.974,38.608
-4,-6,54.147,54.368,54.691,55.076,38.708
-3.92,-6,54.251,54.471,54.794,55.178,38.808
-3.84,-6,54.355,54.574,54.896,55.28,38.909
-3.76,-6,54.457,54.676,54.997,55.38,39.009
-3.68,-6,54.559,54.778,55.098,55.48,39.109
-3.6,-6,54.661,54.878,55.198,55.58,39.206
-3.52,-6,54.762,54.979,55.297,55.679,39.302
-3.44,-6,54.862,55.078,55.396,55.776,39.395
-3.36,-6,54.962,55.177,55.493,55.873,39.485
-3.28,-6,55.061,55.275,55.59,55.97,39.571
-3.2,-6,55.159,55.372,55.686,56.065,39.653
-3.12,-6,55.256,55.468,55.782,56.159,39.731
-3.04,-6,55.353,55.564,55.876,56.253,39.804
-2.96,-6,55.448,55.658,55.969,56.345,39.853
-2.88,-6,55.543,55.752,56.062,56.437,39.858
-2.8,-6,55.638,55.845,56.153,56.527,39.843
-2.72,-6,55.731,55.937,56.244,56.616,39.825
-2.64,-6,55.823,56.028,56.333,56.704,39.802
-2.56,-6,55.915,56.118,56.421,56.791,39.776
-2.48,-6,56.006,56.207,56.509,56.877,39.747
-2.4,-6,56.096,56.295,56.595,56.962,39.713
-2.32,-6,56.185,56.382,56.68,57.045,39.677
-2.24,-6,56.273,56.469,56.764,57.128,39.638
-2.16,-6,56.361,56.554,56.847,57.209,39.595
-2.08,-6,56.448,56.638,56.928,57.288,39.55
-2,-6,56.534,56.722,57.009,57.367,39.503
-1.92,-6,56.619,56.804,57.089,57.444,39.453
-1.84,-6,56.703,56.886,57.167,57.52,39.401
-1.76,-6,56.787,56.966,57.244,57.595,39.347
-1.68,-6,56.87,57.046,57.321,57.668,39.291
-1.6,-6,56.953,57.126,57.396,57.741,39.234
-1.52,-6,57.035,57.204,57.47,57.812,39.175
-1.44,-6,57.117,57.282,57.544,57.881,39.115
-1.36,-6,57.199,57.359,57.616,57.95,39.054
-1.28,-6,57.28,57.436,57.688,58.018,38.992
-1.2,-6,57.361,57.512,57.759,58.084,38.929
-1.12,-6,57.442,57.588,57.829,58.15,38.865
-1.04,-6,57.523,57.663,57.898,58.214,38.8
-0.96,-6,57.604,57.739,57.967,58.278,38.734
-0.88,-6,57.685,57.814,58.036,58.341,38.668
-0.8,-6,57.766,57.889,58.104,58.403,38.601
-0.72,-6,57.848,57.964,58.172,58.464,38.532
-0.64,-6,57.93,58.04,58.239,58.525,38.462
-0.56,-6,58.013,58.116,58.307,58.585,38.39
-0.48,-6,58.097,58.192,58.375,58.645,38.316
-0.4,-6,58.181,58.268,58.442,58.705,38.239
-0.32,-6,58.266,58.346,58.51,58.764,38.159
-0.24,-6,58.352,58.423,58.578,58.824,38.075
-0.16,-6,58.438,58.502,58.647,58.884,37.987
-0.08,-6,58.525,58.581,58.716,58.944,37.893
0,-6,58.613,58.661,58.786,59.004,37.794
0.08,-6,58.615,58.661,58.773,58.977,37.715
0.16,-6,58.671,58.71,58.81,59.003,37.633
0.24,-6,58.732,58.765,58.853,59.037,37.794
0.32,-6,58.795,58.819,58.897,59.069,37.499
0.4,-6,58.856,58.873,58.939,59.1,37.257
0.48,-6,58.914,58.922,58.978,59.129,37.052
