X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,39.151,39.227,39.288,39.366,38.441
-5.92,-6,39.273,39.348,39.408,39.485,38.392
-5.84,-6,39.395,39.469,39.528,39.604,38.343
-5.76,-6,39.518,39.59,39.649,39.724,38.294
-5.68,-6,39.641,39.712,39.77,39.844,38.245
-5.6,-6,39.764,39.834,39.891,39.964,38.196
-5.52,-6,39.887,39.957,40.012,40.084,38.147
-5.44,-6,40.011,40.079,40.134,40.205,38.099
-5.36,-6,40.135,40.202,40.256,40.326,38.05
-5.28,-6,40.26,40.325,40.378,40.447,38.002
-5.2,-6,40.384,40.449,40.5,40.568,37.954
-5.12,-6,40.509,40.572,40.622,40.689,37.906
-5.04,-6,40.634,40.696,40.745,40.811,37.859
-4.96,-6,40.759,40.82,40.868,40.933,37.811
-4.88,-6,40.885,40.944,40.991,41.055,37.764
-4.8,-6,41.01,41.068,41.114,41.177,37.717
-4.72,-6,41.136,41.193,41.237,41.299,37.67
-4.64,-6,41.262,41.317,41.361,41.421,37.624
-4.56,-6,41.388,41.442,41.484,41.543,37.578
-4.48,-6,41.514,41.567,41.608,41.665,37.532
-4.4,-6,41.64,41.692,41.731,41.788,37.486
-4.32,-6,41.767,41.817,41.855,41.91,37.44
-4.24,-6,41.893,41.942,41.979,42.032,37.4
-4.16,-6,42.02,42.067,42.102,42.154,37.372
-4.08,-6,42.146,42.192,42.226,42.277,37.343
-4,-6,42.273,42.317,42.35,42.399,37.313
-3.92,-6,42.399,42.442,42.473,42.521,37.283
-3.84,-6,42.526,42.567,42.597,42.643,37.252
-3.76,-6,42.652,42.691,42.72,42.765,37.22
-3.68,-6,42.779,42.816,42.843,42.887,37.189
-3.6,-6,42.905,42.941,42.967,43.008,37.156
-3.52,-6,43.031,43.066,43.09,43.13,37.124
-3.44,-6,43.157,43.19,43.213,43.251,37.091
-3.36,-6,43.284,43.314,43.335,43.372,37.057
-3.28,-6,43.409,43.438,43.458,43.493,37.023
-3.2,-6,43.535,43.562,43.58,43.613,36.989
-3.12,-6,43.661,43.686,43.702,43.734,36.955
-3.04,-6,43.786,43.809,43.824,43.854,36.92
-2.96,-6,43.911,43.933,43.945,43.973,36.886
-2.88,-6,44.036,44.056,44.067,44.093,36.851
-2.8,-6,44.161,44.178,44.188,44.212,36.815
-2.72,-6,44.285,44.301,44.308,44.33,36.78
-2.64,-6,44.409,44.423,44.428,44.449,36.746
-2.56,-6,44.533,44.544,44.548,44.566,36.707
-2.48,-6,44.656,44.666,44.668,44.684,36.664
-2.4,-6,44.779,44.787,44.787,44.801,36.62
-2.32,-6,44.902,44.907,44.905,44.917,36.576
-2.24,-6,45.024,45.027,45.024,45.033,36.532
-2.16,-6,45.146,45.147,45.141,45.149,36.488
-2.08,-6,45.267,45.266,45.259,45.264,36.443
-2,-6,45.388,45.385,45.376,45.379,36.398
-1.92,-6,45.509,45.504,45.492,45.493,36.352
-1.84,-6,45.629,45.621,45.608,45.607,36.306
-1.76,-6,45.749,45.739,45.723,45.72,36.26
-1.68,-6,45.868,45.856,45.838,45.832,36.214
-1.6,-6,45.987,45.972,45.953,45.944,36.167
-1.52,-6,46.105,46.088,46.067,46.056,36.12
-1.44,-6,46.223,46.204,46.18,46.167,36.066
-1.36,-6,46.34,46.319,46.293,46.277,36.008
-1.28,-6,46.456,46.433,46.405,46.387,35.949
-1.2,-6,46.573,46.547,46.517,46.497,35.892
-1.12,-6,46.688,46.661,46.629,46.606,35.841
-1.04,-6,46.803,46.773,46.739,46.714,35.789
-0.96,-6,46.918,46.886,46.85,46.822,35.736
-0.88,-6,47.032,46.998,46.959,46.929,35.682
-0.8,-6,47.145,47.109,47.069,47.036,35.627
-0.72,-6,47.258,47.22,47.178,47.143,35.571
-0.64,-6,47.371,47.33,47.286,47.249,35.514
-0.56,-6,47.483,47.44,47.394,47.354,35.455
-0.48,-6,47.594,47.549,47.501,47.459,35.394
-0.4,-6,47.705,47.658,47.608,47.564,35.332
-0.32,-6,47.815,47.766,47.715,47.668,35.269
-0.24,-6,47.925,47.874,47.821,47.772,35.204
-0.16,-6,48.034,47.982,47.926,47.875,35.136
-0.08,-6,48.143,48.089,48.032,47.978,35.067
0,-6,48.252,48.195,48.137,48.081,34.996
0.08,-6,48.315,48.254,48.196,48.136,34.933
0.16,-6,48.409,48.345,48.286,48.222,34.872
0.24,-6,48.508,48.442,48.381,48.314,34.979
0.32,-6,48.61,48.542,48.481,48.411,34.81
0.4,-6,48.714,48.644,48.581,48.509,34.667
0.48,-6,48.819,48.747,48.683,48.609,34.552
0.56,-6,48.924,48.851,48.785,48.709,34.462
0.64,-6,49.029,48.954,48.888,48.809,34.388
0.72,-6,49.135,49.059,48.991,48.91,34.312
0.8,-6,49.244,49.163,49.094,49.011,34.235
0.88,-6,49.349,49.269,49.197,49.113,34.157
0.96,-6,49.454,49.372,49.3,49.214,34.078
1.04,-6,49.566,49.476,49.401,49.313,33.997
1.12,-6,49.69,49.596,49.51,49.413,33.916
1.2,-6,49.815,49.721,49.634,49.534,33.833
1.28,-6,49.941,49.846,49.76,49.659,33.749
1.36,-6,50.068,49.973,49.886,49.784,33.663
1.44,-6,50.195,50.101,50.013,49.911,33.577
1.52,-6,50.321,50.23,50.141,50.038,33.49
1.6,-6,50.444,50.358,50.269,50.165,33.401
1.68,-6,50.566,50.481,50.393,50.291,33.311
1.76,-6,50.688,50.605,50.518,50.417,33.22
1.84,-6,50.81,50.729,50.644,50.544,33.128
1.92,-6,50.923,50.853,50.77,50.672,33.035
2,-6,51.027,50.978,50.896,50.799,32.941
2.08,-6,51.132,51.102,51.023,50.928,32.846
2.16,-6,51.238,51.208,51.151,51.057,32.75
2.24,-6,51.345,51.313,51.279,51.187,32.653
2.32,-6,51.454,51.42,51.4,51.317,32.555
2.4,-6,51.564,51.527,51.506,51.448,32.457
2.48,-6,51.675,51.636,51.613,51.579,32.357
2.56,-6,51.787,51.746,51.721,51.699,32.256
2.64,-6,51.901,51.858,51.831,51.807,32.155
2.72,-6,52.016,51.971,51.942,51.916,32.053
2.8,-6,52.133,52.086,52.055,52.028,31.95
2.88,-6,52.257,52.213,52.172,52.144,31.846
2.96,-6,52.388,52.343,52.291,52.263,31.742
3.04,-6,52.521,52.475,52.411,52.383,31.636
3.12,-6,52.657,52.61,52.534,52.505,31.531
3.2,-6,52.795,52.748,52.658,52.629,31.424
3.28,-6,52.936,52.889,52.785,52.756,31.317
3.36,-6,53.082,53.033,52.918,52.883,31.21
3.44,-6,53.232,53.18,53.059,53.013,31.102
3.52,-6,53.384,53.33,53.202,53.145,30.993
3.6,-6,53.54,53.483,53.348,53.279,30.884
3.68,-6,53.697,53.639,53.498,53.418,30.775
3.76,-6,53.855,53.799,53.653,53.56,30.665
3.84,-6,54.015,53.961,53.81,53.704,30.555
3.92,-6,54.178,54.127,53.971,53.852,30.444
4,-6,54.344,54.297,54.135,54.004,30.333
4.08,-6,54.513,54.469,54.303,54.165,30.222
4.16,-6,54.684,54.645,54.475,54.33,30.111
4.24,-6,54.859,54.825,54.65,54.498,29.999
4.32,-6,55.036,55.008,54.829,54.671,29.887
4.4,-6,55.217,55.194,55.012,54.847,29.775
4.48,-6,55.4,55.384,55.199,55.027,29.662
4.56,-6,55.586,55.577,55.39,55.212,29.55
4.64,-6,55.775,55.774,55.585,55.4,29.437
4.72,-6,55.966,55.974,55.784,55.593,29.325
4.8,-6,56.161,56.178,55.987,55.791,29.212
4.88,-6,56.358,56.385,56.193,55.992,29.099
4.96,-6,56.557,56.595,56.404,56.198,28.986
5.04,-6,56.759,56.808,56.618,56.408,28.873
