X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),App(SEL)
-6,-6,46.119,46.223,46.329,46.509,46.72,46.871,47.22,41.922
-5.92,-6,46.241,46.344,46.451,46.63,46.84,46.992,47.34,41.898
-5.84,-6,46.364,46.466,46.572,46.751,46.961,47.112,47.46,41.874
-5.76,-6,46.486,46.588,46.694,46.872,47.082,47.232,47.581,41.85
-5.68,-6,46.608,46.71,46.816,46.994,47.203,47.353,47.701,41.826
-5.6,-6,46.731,46.832,46.938,47.115,47.324,47.473,47.821,41.801
-5.52,-6,46.853,46.954,47.06,47.237,47.445,47.594,47.942,41.776
-5.44,-6,46.976,47.076,47.182,47.358,47.566,47.714,48.062,41.75
-5.36,-6,47.098,47.198,47.303,47.48,47.687,47.835,48.183,41.724
-5.28,-6,47.221,47.321,47.425,47.601,47.808,47.956,48.303,41.697
-5.2,-6,47.343,47.443,47.547,47.723,47.929,48.076,48.423,41.67
-5.12,-6,47.466,47.564,47.669,47.844,48.049,48.196,48.544,41.643
-5.04,-6,47.588,47.686,47.79,47.965,48.17,48.316,48.664,41.615
-4.96,-6,47.71,47.808,47.912,48.086,48.291,48.436,48.784,41.587
-4.88,-6,47.832,47.929,48.033,48.207,48.411,48.556,48.903,41.558
-4.8,-6,47.954,48.051,48.154,48.327,48.531,48.676,49.023,41.529
-4.72,-6,48.075,48.172,48.275,48.448,48.651,48.795,49.142,41.5
-4.64,-6,48.197,48.293,48.395,48.568,48.77,48.914,49.261,41.47
-4.56,-6,48.318,48.413,48.515,48.687,48.889,49.033,49.379,41.44
-4.48,-6,48.438,48.533,48.635,48.807,49.008,49.151,49.497,41.41
-4.4,-6,48.559,48.653,48.755,48.926,49.127,49.269,49.615,41.379
-4.32,-6,48.678,48.772,48.874,49.044,49.245,49.386,49.732,41.347
-4.24,-6,48.798,48.891,48.992,49.162,49.362,49.503,49.849,41.315
-4.16,-6,48.917,49.01,49.11,49.28,49.479,49.62,49.965,41.283
-4.08,-6,49.036,49.128,49.228,49.397,49.596,49.736,50.081,41.251
-4,-6,49.154,49.245,49.345,49.514,49.712,49.851,50.196,41.218
-3.92,-6,49.271,49.362,49.462,49.63,49.827,49.966,50.311,41.184
-3.84,-6,49.388,49.479,49.578,49.745,49.942,50.08,50.425,41.15
-3.76,-6,49.504,49.594,49.693,49.86,50.056,50.193,50.538,41.115
-3.68,-6,49.619,49.709,49.807,49.973,50.169,50.306,50.65,41.08
-3.6,-6,49.734,49.823,49.921,50.086,50.282,50.417,50.761,41.045
-3.52,-6,49.847,49.936,50.033,50.199,50.393,50.528,50.872,41.009
-3.44,-6,49.96,50.049,50.145,50.31,50.504,50.638,50.982,40.973
-3.36,-6,50.072,50.16,50.256,50.42,50.614,50.747,51.09,40.937
-3.28,-6,50.184,50.271,50.366,50.53,50.722,50.855,51.198,40.902
-3.2,-6,50.294,50.38,50.475,50.638,50.83,50.962,51.305,40.866
-3.12,-6,50.403,50.489,50.583,50.746,50.937,51.068,51.41,40.831
-3.04,-6,50.511,50.596,50.69,50.852,51.042,51.173,51.515,40.795
-2.96,-6,50.618,50.703,50.796,50.957,51.147,51.276,51.618,40.758
-2.88,-6,50.723,50.808,50.9,51.061,51.25,51.378,51.72,40.722
-2.8,-6,50.828,50.912,51.004,51.163,51.352,51.479,51.82,40.685
-2.72,-6,50.931,51.014,51.106,51.265,51.452,51.579,51.92,40.65
-2.64,-6,51.033,51.116,51.206,51.365,51.551,51.677,52.017,40.616
-2.56,-6,51.133,51.215,51.305,51.463,51.649,51.774,52.114,40.58
-2.48,-6,51.232,51.314,51.403,51.56,51.745,51.869,52.209,40.542
-2.4,-6,51.329,51.41,51.499,51.655,51.84,51.962,52.302,40.504
-2.32,-6,51.425,51.506,51.593,51.749,51.933,52.054,52.393,40.466
-2.24,-6,51.519,51.599,51.686,51.841,52.024,52.145,52.483,40.428
-2.16,-6,51.612,51.691,51.778,51.932,52.114,52.233,52.571,40.39
-2.08,-6,51.703,51.781,51.867,52.021,52.202,52.32,52.658,40.351
-2,-6,51.792,51.87,51.955,52.108,52.288,52.405,52.743,40.313
