X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,36.028,36.084,36.143,36.242,36.206,36.261
-5.92,-6,36.146,36.201,36.26,36.358,36.32,36.282
-5.84,-6,36.264,36.319,36.377,36.475,36.434,36.317
-5.76,-6,36.383,36.437,36.494,36.591,36.549,36.329
-5.68,-6,36.501,36.556,36.612,36.708,36.663,36.321
-5.6,-6,36.62,36.674,36.73,36.825,36.778,36.312
-5.52,-6,36.739,36.793,36.848,36.942,36.893,36.301
-5.44,-6,36.859,36.911,36.966,37.06,37.008,36.289
-5.36,-6,36.978,37.03,37.085,37.177,37.123,36.276
-5.28,-6,37.098,37.149,37.203,37.295,37.238,36.262
-5.2,-6,37.217,37.268,37.322,37.412,37.353,36.246
-5.12,-6,37.337,37.388,37.44,37.53,37.468,36.229
-5.04,-6,37.457,37.507,37.559,37.648,37.584,36.211
-4.96,-6,37.577,37.626,37.678,37.766,37.699,36.191
-4.88,-6,37.697,37.746,37.797,37.883,37.814,36.17
-4.8,-6,37.817,37.865,37.915,38.001,37.929,36.149
-4.72,-6,37.937,37.985,38.034,38.119,38.044,36.125
-4.64,-6,38.057,38.104,38.153,38.237,38.158,36.101
-4.56,-6,38.177,38.223,38.272,38.354,38.273,36.076
-4.48,-6,38.297,38.343,38.39,38.472,38.387,36.049
-4.4,-6,38.417,38.462,38.509,38.589,38.502,36.022
-4.32,-6,38.536,38.581,38.627,38.706,38.615,35.993
-4.24,-6,38.656,38.7,38.745,38.823,38.729,35.964
-4.16,-6,38.775,38.818,38.863,38.94,38.843,35.933
-4.08,-6,38.894,38.937,38.981,39.057,38.956,35.902
-4,-6,39.013,39.055,39.098,39.173,39.069,35.87
-3.92,-6,39.132,39.173,39.216,39.289,39.181,35.837
-3.84,-6,39.251,39.291,39.333,39.405,39.293,35.803
-3.76,-6,39.369,39.408,39.449,39.52,39.404,35.768
-3.68,-6,39.486,39.525,39.565,39.635,39.516,35.733
-3.6,-6,39.604,39.642,39.681,39.75,39.626,35.697
-3.52,-6,39.721,39.758,39.797,39.864,39.736,35.66
-3.44,-6,39.837,39.874,39.912,39.977,39.846,35.623
-3.36,-6,39.953,39.989,40.026,40.09,39.954,35.584
-3.28,-6,40.069,40.104,40.14,40.203,40.063,35.546
-3.2,-6,40.184,40.218,40.253,40.315,40.17,35.506
-3.12,-6,40.298,40.331,40.366,40.426,40.277,35.466
-3.04,-6,40.412,40.444,40.478,40.537,40.383,35.426
-2.96,-6,40.525,40.557,40.59,40.647,40.488,35.385
-2.88,-6,40.638,40.668,40.7,40.756,40.593,35.343
-2.8,-6,40.749,40.779,40.81,40.864,40.696,35.299
-2.72,-6,40.86,40.889,40.92,40.972,40.799,35.253
-2.64,-6,40.971,40.999,41.028,41.079,40.901,35.205
-2.56,-6,41.08,41.107,41.136,41.185,41.001,35.155
-2.48,-6,41.188,41.215,41.242,41.29,41.101,35.103
-2.4,-6,41.296,41.321,41.348,41.394,41.2,35.049
-2.32,-6,41.403,41.427,41.453,41.497,41.298,34.992
-2.24,-6,41.508,41.532,41.557,41.6,41.394,34.934
-2.16,-6,41.613,41.636,41.659,41.701,41.49,34.874
-2.08,-6,41.716,41.738,41.761,41.801,41.584,34.811
-2,-6,41.819,41.84,41.862,41.9,41.677,34.747
-1.92,-6,41.92,41.94,41.961,41.997,41.769,34.68
-1.84,-6,42.02,42.04,42.059,42.094,41.859,34.612
-1.76,-6,42.119,42.138,42.156,42.189,41.949,34.541
-1.68,-6,42.217,42.234,42.252,42.283,42.037,34.468
-1.6,-6,42.314,42.33,42.347,42.376,42.123,34.393
-1.52,-6,42.409,42.424,42.44,42.468,42.208,34.315
-1.44,-6,42.503,42.517,42.532,42.558,42.292,34.236
-1.36,-6,42.595,42.609,42.623,42.647,42.375,34.154
-1.28,-6,42.686,42.699,42.712,42.734,42.456,34.071
-1.2,-6,42.776,42.787,42.799,42.82,42.535,33.985
-1.12,-6,42.864,42.875,42.886,42.905,42.613,33.897
-1.04,-6,42.951,42.96,42.971,42.988,42.69,33.807
-0.96,-6,43.036,43.045,43.054,43.07,42.765,33.714
-0.88,-6,43.119,43.127,43.136,43.15,42.838,33.62
-0.8,-6,43.202,43.208,43.216,43.228,42.91,33.523
-0.72,-6,43.282,43.288,43.294,43.305,42.981,33.424
-0.64,-6,43.361,43.366,43.371,43.381,43.05,33.323
-0.56,-6,43.438,43.442,43.447,43.454,43.117,33.22
-0.48,-6,43.514,43.517,43.52,43.527,43.183,33.114
-0.4,-6,43.588,43.59,43.593,43.597,43.247,33.006
-0.32,-6,43.66,43.661,43.663,43.666,43.309,32.896
-0.24,-6,43.73,43.731,43.732,43.733,43.37,32.784
-0.16,-6,43.799,43.799,43.799,43.799,43.43,32.669
-0.08,-6,43.866,43.865,43.864,43.863,43.488,32.553
0,-6,43.931,43.929,43.928,43.925,43.544,32.434
0.08,-6,43.941,43.936,43.931,43.922,43.529,32.339
0.16,-6,43.985,43.978,43.971,43.959,43.558,32.245
0.24,-6,44.033,44.025,44.016,44.002,43.593,32.159
0.32,-6,44.083,44.073,44.063,44.046,43.631,32.026
0.4,-6,44.133,44.121,44.111,44.092,43.67,31.946
0.48,-6,44.182,44.17,44.158,44.137,43.708,31.841
0.56,-6,44.236,44.218,44.204,44.181,43.747,31.736
0.64,-6,44.292,44.273,44.253,44.225,43.785,31.63
0.72,-6,44.347,44.326,44.305,44.271,43.822,31.522
0.8,-6,44.401,44.378,44.356,44.319,43.858,31.413
0.88,-6,44.455,44.429,44.405,44.366,43.892,31.302
0.96,-6,44.509,44.481,44.454,44.412,43.929,31.189
1.04,-6,44.564,44.532,44.503,44.457,43.966,31.075
1.12,-6,44.62,44.584,44.551,44.501,44,30.96
1.2,-6,44.676,44.638,44.601,44.545,44.033,30.843
1.28,-6,44.726,44.69,44.651,44.589,44.065,30.725
1.36,-6,44.76,44.738,44.7,44.635,44.101,30.605
1.44,-6,44.793,44.769,44.747,44.68,44.136,30.485
1.52,-6,44.825,44.8,44.778,44.724,44.17,30.363
1.6,-6,44.856,44.829,44.806,44.765,44.2,30.24
1.68,-6,44.886,44.858,44.834,44.791,44.224,30.116
1.76,-6,44.915,44.885,44.86,44.815,44.246,29.991
1.84,-6,44.942,44.911,44.885,44.838,44.267,29.864
1.92,-6,44.968,44.935,44.908,44.86,44.287,29.737
2,-6,44.993,44.959,44.93,44.88,44.305,29.609
2.08,-6,45.017,44.98,44.95,44.898,44.33,29.481
2.16,-6,45.038,45,44.967,44.914,44.362,29.351
2.24,-6,45.059,45.018,44.984,44.928,44.393,29.221
2.32,-6,45.079,45.036,44.999,44.941,44.424,29.09
2.4,-6,45.098,45.053,45.014,44.954,44.453,28.958
2.48,-6,45.117,45.069,45.028,44.965,44.481,28.826
2.56,-6,45.135,45.084,45.041,44.976,44.508,28.694
2.64,-6,45.153,45.099,45.054,44.986,44.535,28.561
2.72,-6,45.17,45.114,45.066,44.995,44.561,28.427
2.8,-6,45.187,45.128,45.077,45.004,44.567,28.293
2.88,-6,45.203,45.142,45.089,45.012,44.573,28.159
2.96,-6,45.197,45.155,45.1,45.019,44.577,28.024
3.04,-6,45.191,45.167,45.111,45.026,44.581,27.89
3.12,-6,45.209,45.165,45.121,45.033,44.584,27.755
3.2,-6,45.239,45.155,45.129,45.039,44.586,27.62
3.28,-6,45.269,45.164,45.138,45.045,44.588,27.484
3.36,-6,45.3,45.191,45.124,45.05,44.59,27.349
3.44,-6,45.33,45.219,45.116,45.053,44.591,27.214
