X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,48.194,48.372,48.557,48.855,49.157,42.465
-5.92,-6,48.301,48.478,48.661,48.958,49.259,42.446
-5.84,-6,48.409,48.584,48.766,49.061,49.361,42.426
-5.76,-6,48.517,48.69,48.872,49.165,49.463,42.405
-5.68,-6,48.625,48.797,48.977,49.269,49.565,42.384
-5.6,-6,48.733,48.904,49.083,49.373,49.668,42.361
-5.52,-6,48.841,49.011,49.189,49.477,49.77,42.338
-5.44,-6,48.95,49.119,49.295,49.581,49.873,42.315
-5.36,-6,49.059,49.226,49.401,49.685,49.975,42.291
-5.28,-6,49.168,49.334,49.507,49.79,50.078,42.266
-5.2,-6,49.278,49.442,49.614,49.894,50.181,42.241
-5.12,-6,49.387,49.55,49.72,49.999,50.283,42.215
-5.04,-6,49.497,49.658,49.827,50.103,50.386,42.189
-4.96,-6,49.607,49.766,49.934,50.208,50.489,42.163
-4.88,-6,49.717,49.874,50.041,50.313,50.592,42.137
-4.8,-6,49.827,49.983,50.147,50.417,50.695,42.11
-4.72,-6,49.937,50.091,50.254,50.522,50.797,42.084
-4.64,-6,50.047,50.2,50.361,50.627,50.9,42.057
-4.56,-6,50.158,50.309,50.468,50.731,51.002,42.03
-4.48,-6,50.268,50.417,50.575,50.836,51.105,42.004
-4.4,-6,50.379,50.526,50.682,50.94,51.207,41.978
-4.32,-6,50.49,50.635,50.789,51.045,51.309,41.951
-4.24,-6,50.6,50.743,50.896,51.149,51.411,41.926
-4.16,-6,50.711,50.852,51.003,51.253,51.513,41.901
-4.08,-6,50.822,50.961,51.109,51.357,51.614,41.877
-4,-6,50.932,51.069,51.216,51.461,51.716,41.853
-3.92,-6,51.043,51.178,51.322,51.564,51.817,41.829
-3.84,-6,51.153,51.286,51.429,51.668,51.918,41.806
-3.76,-6,51.264,51.394,51.535,51.771,52.018,41.783
-3.68,-6,51.374,51.502,51.641,51.874,52.118,41.761
-3.6,-6,51.484,51.61,51.747,51.976,52.218,41.739
-3.52,-6,51.595,51.718,51.852,52.079,52.317,41.719
-3.44,-6,51.705,51.826,51.957,52.181,52.416,41.699
-3.36,-6,51.814,51.933,52.062,52.282,52.515,41.68
-3.28,-6,51.924,52.04,52.167,52.383,52.613,41.663
-3.2,-6,52.034,52.147,52.271,52.484,52.711,41.646
-3.12,-6,52.143,52.254,52.375,52.585,52.808,41.632
-3.04,-6,52.252,52.36,52.479,52.685,52.904,41.618
-2.96,-6,52.36,52.466,52.582,52.784,53,41.606
-2.88,-6,52.469,52.571,52.685,52.883,53.096,41.596
-2.8,-6,52.577,52.677,52.788,52.982,53.191,41.588
-2.72,-6,52.685,52.782,52.89,53.08,53.285,41.588
-2.64,-6,52.792,52.886,52.992,53.177,53.379,41.59
-2.56,-6,52.899,52.99,53.093,53.274,53.472,41.591
-2.48,-6,53.006,53.094,53.193,53.371,53.564,41.591
-2.4,-6,53.112,53.197,53.294,53.466,53.656,41.593
-2.32,-6,53.218,53.3,53.393,53.562,53.747,41.598
-2.24,-6,53.324,53.402,53.492,53.656,53.837,41.604
-2.16,-6,53.428,53.503,53.591,53.75,53.927,41.613
-2.08,-6,53.533,53.605,53.689,53.843,54.016,41.624
-2,-6,53.637,53.705,53.786,53.936,54.103,41.638
-1.92,-6,53.74,53.805,53.883,54.027,54.191,41.654
-1.84,-6,53.843,53.904,53.979,54.118,54.277,41.673
-1.76,-6,53.945,54.003,54.074,54.209,54.362,41.694
-1.68,-6,54.046,54.101,54.169,54.298,54.447,41.717
-1.6,-6,54.147,54.198,54.262,54.387,54.531,41.743
-1.52,-6,54.247,54.295,54.356,54.475,54.614,41.77
-1.44,-6,54.346,54.391,54.448,54.562,54.696,41.8
-1.36,-6,54.445,54.486,54.54,54.648,54.777,41.827
-1.28,-6,54.543,54.58,54.63,54.734,54.857,41.853
-1.2,-6,54.64,54.674,54.72,54.818,54.937,41.883
-1.12,-6,54.736,54.766,54.809,54.902,55.015,41.918
-1.04,-6,54.831,54.858,54.898,54.985,55.092,41.953
-0.96,-6,54.925,54.949,54.985,55.067,55.169,41.989
-0.88,-6,55.018,55.038,55.071,55.148,55.244,42.024
-0.8,-6,55.11,55.127,55.157,55.228,55.319,42.059
-0.72,-6,55.202,55.215,55.241,55.307,55.393,42.092
-0.64,-6,55.292,55.302,55.324,55.385,55.465,42.124
-0.56,-6,55.38,55.387,55.406,55.462,55.537,42.154
-0.48,-6,55.468,55.472,55.488,55.538,55.607,42.181
-0.4,-6,55.555,55.555,55.568,55.612,55.677,42.206
-0.32,-6,55.64,55.637,55.646,55.686,55.745,42.227
-0.24,-6,55.724,55.718,55.724,55.759,55.812,42.243
-0.16,-6,55.806,55.797,55.8,55.83,55.879,42.256
-0.08,-6,55.887,55.875,55.875,55.9,55.944,42.263
0,-6,55.967,55.952,55.949,55.969,56.008,42.265
0.08,-6,56.017,55.997,55.99,56.003,56.038,42.266
0.16,-6,56.083,56.06,56.049,56.056,56.086,42.269
0.24,-6,56.15,56.124,56.11,56.111,56.137,42.587
0.32,-6,56.217,56.188,56.17,56.168,56.189,42.439
0.4,-6,56.283,56.25,56.23,56.222,56.239,42.305
0.48,-6,56.347,56.311,56.288,56.276,56.288,42.185
0.56,-6,56.409,56.371,56.344,56.328,56.336,42.077
0.64,-6,56.469,56.428,56.398,56.378,56.381,41.978
0.72,-6,56.53,56.483,56.451,56.426,56.425,41.758
0.8,-6,56.592,56.539,56.501,56.472,56.468,41.709
0.88,-6,56.652,56.596,56.552,56.517,56.507,41.668
0.96,-6,56.71,56.65,56.603,56.558,56.545,41.624
1.04,-6,56.768,56.703,56.652,56.601,56.581,41.58
1.12,-6,56.825,56.755,56.7,56.643,56.615,41.534
1.2,-6,56.881,56.806,56.746,56.684,56.647,41.486
1.28,-6,56.94,56.857,56.791,56.723,56.681,41.437
1.36,-6,56.997,56.907,56.836,56.76,56.712,41.387
1.44,-6,57.052,56.959,56.879,56.796,56.742,41.334
1.52,-6,57.067,57.009,56.925,56.831,56.771,41.281
