X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),App(SEL)
-6,-6,36.732,36.941,37.162,37.577,38.051,38.349,38.317
-5.92,-6,36.852,37.061,37.281,37.695,38.169,38.467,38.308
-5.84,-6,36.972,37.18,37.4,37.813,38.286,38.584,38.299
-5.76,-6,37.093,37.3,37.519,37.932,38.404,38.701,38.289
-5.68,-6,37.213,37.42,37.638,38.05,38.522,38.818,38.279
-5.6,-6,37.333,37.54,37.758,38.169,38.64,38.936,38.268
-5.52,-6,37.453,37.659,37.877,38.287,38.757,39.053,38.256
-5.44,-6,37.574,37.779,37.996,38.406,38.875,39.17,38.244
-5.36,-6,37.694,37.899,38.116,38.524,38.993,39.287,38.232
-5.28,-6,37.814,38.019,38.235,38.642,39.11,39.404,38.22
-5.2,-6,37.935,38.139,38.354,38.761,39.228,39.521,38.207
-5.12,-6,38.055,38.258,38.473,38.879,39.345,39.638,38.195
-5.04,-6,38.175,38.378,38.592,38.997,39.462,39.755,38.182
-4.96,-6,38.295,38.497,38.711,39.115,39.579,39.871,38.17
-4.88,-6,38.415,38.617,38.83,39.232,39.696,39.988,38.158
-4.8,-6,38.535,38.736,38.948,39.35,39.812,40.104,38.146
-4.72,-6,38.654,38.855,39.066,39.467,39.929,40.219,38.134
-4.64,-6,38.774,38.973,39.184,39.584,40.045,40.335,38.122
-4.56,-6,38.893,39.092,39.302,39.701,40.16,40.45,38.111
-4.48,-6,39.012,39.21,39.419,39.817,40.275,40.565,38.099
-4.4,-6,39.131,39.328,39.537,39.933,40.39,40.679,38.087
-4.32,-6,39.249,39.446,39.653,40.049,40.505,40.793,38.073
-4.24,-6,39.367,39.563,39.77,40.164,40.619,40.906,38.059
-4.16,-6,39.485,39.68,39.886,40.279,40.732,41.019,38.044
-4.08,-6,39.602,39.796,40.001,40.393,40.845,41.131,38.028
-4,-6,39.719,39.912,40.116,40.507,40.958,41.243,38.011
-3.92,-6,39.836,40.028,40.231,40.62,41.07,41.354,37.994
-3.84,-6,39.952,40.143,40.345,40.733,41.181,41.465,37.976
-3.76,-6,40.068,40.258,40.459,40.845,41.292,41.575,37.958
-3.68,-6,40.183,40.372,40.572,40.956,41.402,41.684,37.939
-3.6,-6,40.298,40.485,40.684,41.067,41.511,41.792,37.92
-3.52,-6,40.412,40.598,40.796,41.177,41.619,41.9,37.902
-3.44,-6,40.525,40.711,40.907,41.286,41.727,42.006,37.883
-3.36,-6,40.639,40.823,41.017,41.395,41.834,42.112,37.864
-3.28,-6,40.751,40.934,41.127,41.503,41.94,42.217,37.845
-3.2,-6,40.863,41.045,41.236,41.61,42.045,42.321,37.827
