X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),App(SEL)
-6,-6,48.13,48.302,48.48,48.767,49.058,41.916
-5.92,-6,48.238,48.408,48.585,48.871,49.16,41.903
-5.84,-6,48.346,48.514,48.69,48.974,49.262,41.889
-5.76,-6,48.454,48.621,48.796,49.078,49.365,41.874
-5.68,-6,48.562,48.728,48.902,49.182,49.467,41.859
-5.6,-6,48.671,48.836,49.008,49.287,49.57,41.843
-5.52,-6,48.78,48.943,49.114,49.391,49.673,41.827
-5.44,-6,48.889,49.051,49.22,49.495,49.775,41.81
-5.36,-6,48.998,49.159,49.327,49.6,49.878,41.792
-5.28,-6,49.108,49.267,49.433,49.705,49.981,41.774
-5.2,-6,49.217,49.375,49.54,49.81,50.085,41.756
-5.12,-6,49.327,49.483,49.647,49.915,50.188,41.738
-5.04,-6,49.437,49.592,49.754,50.02,50.291,41.719
-4.96,-6,49.548,49.7,49.861,50.125,50.394,41.7
-4.88,-6,49.658,49.809,49.969,50.23,50.497,41.681
-4.8,-6,49.769,49.918,50.076,50.335,50.6,41.662
-4.72,-6,49.879,50.027,50.183,50.44,50.703,41.642
-4.64,-6,49.99,50.136,50.291,50.545,50.806,41.623
-4.56,-6,50.101,50.245,50.398,50.65,50.909,41.604
-4.48,-6,50.212,50.354,50.505,50.755,51.012,41.586
-4.4,-6,50.323,50.464,50.613,50.86,51.115,41.568
-4.32,-6,50.434,50.573,50.72,50.965,51.217,41.55
-4.24,-6,50.545,50.682,50.828,51.07,51.32,41.532
-4.16,-6,50.656,50.791,50.935,51.174,51.422,41.514
-4.08,-6,50.768,50.9,51.042,51.279,51.524,41.496
-4,-6,50.879,51.009,51.149,51.383,51.626,41.479
-3.92,-6,50.99,51.118,51.256,51.487,51.727,41.462
-3.84,-6,51.101,51.227,51.363,51.591,51.829,41.445
-3.76,-6,51.212,51.336,51.47,51.695,51.93,41.429
-3.68,-6,51.323,51.445,51.576,51.798,52.03,41.414
-3.6,-6,51.434,51.553,51.683,51.901,52.131,41.4
-3.52,-6,51.545,51.662,51.789,52.004,52.231,41.386
-3.44,-6,51.655,51.77,51.895,52.107,52.33,41.374
-3.36,-6,51.766,51.878,52,52.209,52.429,41.362
-3.28,-6,51.876,51.986,52.106,52.311,52.528,41.352
-3.2,-6,51.986,52.093,52.211,52.412,52.626,41.343
-3.12,-6,52.096,52.2,52.315,52.513,52.724,41.335
-3.04,-6,52.206,52.307,52.42,52.614,52.821,41.334
-2.96,-6,52.315,52.414,52.524,52.714,52.918,41.336
-2.88,-6,52.424,52.52,52.627,52.814,53.014,41.337
-2.8,-6,52.533,52.626,52.731,52.913,53.11,41.336
-2.72,-6,52.642,52.732,52.834,53.012,53.205,41.336
-2.64,-6,52.75,52.837,52.936,53.111,53.3,41.338
-2.56,-6,52.858,52.942,53.038,53.208,53.393,41.342
-2.48,-6,52.965,53.047,53.139,53.306,53.487,41.348
-2.4,-6,53.072,53.151,53.24,53.402,53.579,41.356
-2.32,-6,53.179,53.254,53.341,53.498,53.671,41.366
-2.24,-6,53.285,53.357,53.441,53.594,53.762,41.378
-2.16,-6,53.391,53.46,53.54,53.688,53.853,41.393
-2.08,-6,53.496,53.562,53.639,53.782,53.942,41.41
-2,-6,53.601,53.663,53.737,53.876,54.031,41.43
-1.92,-6,53.705,53.764,53.835,53.969,54.119,41.452
-1.84,-6,53.809,53.864,53.932,54.061,54.207,41.476
-1.76,-6,53.911,53.964,54.028,54.152,54.293,41.503
-1.68,-6,54.014,54.063,54.124,54.242,54.379,41.532
-1.6,-6,54.115,54.161,54.219,54.332,54.464,41.563
-1.52,-6,54.216,54.258,54.313,54.421,54.548,41.596
-1.44,-6,54.317,54.355,54.406,54.509,54.631,41.631
-1.36,-6,54.416,54.451,54.499,54.597,54.713,41.668
-1.28,-6,54.515,54.547,54.59,54.683,54.794,41.706
-1.2,-6,54.613,54.641,54.681,54.769,54.875,41.745
-1.12,-6,54.709,54.734,54.772,54.854,54.954,41.785
-1.04,-6,54.805,54.827,54.861,54.938,55.033,41.825
-0.96,-6,54.901,54.919,54.949,55.021,55.111,41.865
-0.88,-6,54.995,55.009,55.036,55.103,55.188,41.905
-0.8,-6,55.088,55.099,55.123,55.184,55.263,41.944
-0.72,-6,55.18,55.188,55.208,55.264,55.338,41.981
-0.64,-6,55.271,55.275,55.292,55.343,55.412,42.017
-0.56,-6,55.36,55.362,55.376,55.421,55.485,42.051
-0.48,-6,55.449,55.447,55.458,55.498,55.556,42.081
-0.4,-6,55.536,55.531,55.539,55.574,55.627,42.109
-0.32,-6,55.622,55.614,55.618,55.649,55.697,42.133
-0.24,-6,55.707,55.696,55.697,55.723,55.765,42.153
-0.16,-6,55.79,55.776,55.774,55.795,55.833,42.168
-0.08,-6,55.872,55.855,55.85,55.866,55.899,42.178
0,-6,55.952,55.933,55.925,55.936,55.964,42.183
0.08,-6,56.003,55.979,55.967,55.971,55.995,42.186
0.16,-6,56.07,56.042,56.026,56.026,56.046,42.191
0.24,-6,56.138,56.107,56.088,56.082,56.098,42.516
0.32,-6,56.205,56.172,56.149,56.139,56.15,42.368
0.4,-6,56.272,56.235,56.21,56.195,56.202,42.234
0.48,-6,56.336,56.297,56.269,56.249,56.252,42.114
0.56,-6,56.399,56.357,56.326,56.302,56.3,42.007
0.64,-6,56.46,56.415,56.381,56.353,56.347,41.908
0.72,-6,56.523,56.471,56.435,56.402,56.392,41.687
0.8,-6,56.585,56.529,56.485,56.449,56.436,41.639
0.88,-6,56.646,56.586,56.539,56.494,56.476,41.598
0.96,-6,56.705,56.642,56.591,56.537,56.515,41.557
1.04,-6,56.764,56.696,56.641,56.582,56.552,41.513
1.12,-6,56.822,56.748,56.689,56.626,56.587,41.468
1.2,-6,56.88,56.801,56.736,56.667,56.622,41.422
1.28,-6,56.939,56.852,56.783,56.707,56.657,41.374
1.36,-6,56.997,56.904,56.828,56.746,56.69,41.324
1.44,-6,57.053,56.957,56.873,56.782,56.721,41.273
