X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,54.753,54.843,54.928,55.059,55.3,55.569,55.785,56.04,56.214,51.011
-5.92,-6,54.849,54.938,55.022,55.151,55.391,55.659,55.874,56.129,56.302,50.977
-5.84,-6,54.945,55.033,55.116,55.244,55.482,55.75,55.963,56.217,56.39,50.944
-5.76,-6,55.041,55.128,55.211,55.337,55.574,55.84,56.052,56.305,56.478,50.91
-5.68,-6,55.137,55.224,55.306,55.431,55.666,55.931,56.142,56.394,56.566,50.877
-5.6,-6,55.234,55.32,55.401,55.524,55.758,56.022,56.231,56.482,56.654,50.844
-5.52,-6,55.331,55.416,55.496,55.617,55.85,56.112,56.321,56.571,56.742,50.812
-5.44,-6,55.428,55.512,55.591,55.711,55.942,56.203,56.411,56.659,56.83,50.78
-5.36,-6,55.526,55.609,55.687,55.805,56.034,56.295,56.501,56.748,56.918,50.748
-5.28,-6,55.623,55.705,55.782,55.899,56.127,56.386,56.591,56.837,57.006,50.717
-5.2,-6,55.721,55.802,55.878,55.993,56.219,56.477,56.681,56.925,57.094,50.687
-5.12,-6,55.819,55.899,55.974,56.087,56.312,56.568,56.771,57.014,57.182,50.657
-5.04,-6,55.917,55.996,56.071,56.182,56.405,56.659,56.861,57.103,57.27,50.628
-4.96,-6,56.016,56.094,56.167,56.276,56.497,56.751,56.95,57.191,57.359,50.599
-4.88,-6,56.114,56.191,56.263,56.371,56.59,56.842,57.04,57.28,57.447,50.571
-4.8,-6,56.213,56.289,56.36,56.465,56.683,56.933,57.13,57.369,57.534,50.549
-4.72,-6,56.312,56.387,56.456,56.56,56.776,57.025,57.22,57.457,57.622,50.529
-4.64,-6,56.41,56.484,56.553,56.654,56.868,57.116,57.31,57.545,57.71,50.508
-4.56,-6,56.509,56.582,56.65,56.749,56.961,57.207,57.4,57.634,57.798,50.489
-4.48,-6,56.608,56.68,56.746,56.844,57.054,57.298,57.489,57.722,57.885,50.477
-4.4,-6,56.708,56.778,56.843,56.938,57.147,57.389,57.579,57.81,57.972,50.465
-4.32,-6,56.807,56.876,56.94,57.033,57.239,57.48,57.668,57.897,58.059,50.452
-4.24,-6,56.906,56.974,57.037,57.127,57.332,57.571,57.757,57.985,58.146,50.44
-4.16,-6,57.005,57.072,57.134,57.222,57.424,57.662,57.846,58.072,58.232,50.427
-4.08,-6,57.105,57.17,57.231,57.316,57.516,57.752,57.935,58.159,58.319,50.414
-4,-6,57.204,57.268,57.327,57.411,57.608,57.842,58.023,58.246,58.405,50.401
-3.92,-6,57.303,57.366,57.424,57.505,57.7,57.932,58.111,58.332,58.49,50.388
-3.84,-6,57.402,57.464,57.521,57.599,57.792,58.022,58.199,58.419,58.576,50.374
-3.76,-6,57.502,57.562,57.617,57.693,57.884,58.112,58.287,58.504,58.661,50.361
-3.68,-6,57.601,57.66,57.713,57.787,57.975,58.201,58.375,58.59,58.745,50.347
-3.6,-6,57.7,57.758,57.81,57.881,58.066,58.29,58.462,58.675,58.83,50.334
-3.52,-6,57.799,57.855,57.906,57.974,58.157,58.379,58.548,58.76,58.913,50.32
-3.44,-6,57.898,57.953,58.002,58.067,58.248,58.467,58.635,58.844,58.997,50.306
-3.36,-6,57.997,58.05,58.098,58.16,58.338,58.555,58.721,58.928,59.079,50.292
-3.28,-6,58.095,58.147,58.193,58.253,58.428,58.643,58.806,59.011,59.162,50.28
-3.2,-6,58.194,58.244,58.289,58.346,58.518,58.73,58.891,59.094,59.244,50.268
-3.12,-6,58.292,58.341,58.384,58.438,58.607,58.817,58.976,59.176,59.325,50.257
-3.04,-6,58.391,58.438,58.479,58.53,58.696,58.904,59.06,59.258,59.406,50.245
-2.96,-6,58.489,58.534,58.574,58.621,58.785,58.99,59.143,59.339,59.486,50.234
-2.88,-6,58.586,58.63,58.668,58.713,58.873,59.075,59.227,59.42,59.565,50.217
-2.8,-6,58.684,58.726,58.762,58.804,58.961,59.16,59.309,59.5,59.644,50.189
-2.72,-6,58.781,58.822,58.856,58.894,59.048,59.245,59.391,59.579,59.722,50.16
-2.64,-6,58.878,58.917,58.949,58.984,59.135,59.329,59.472,59.658,59.8,50.131
-2.56,-6,58.975,59.012,59.043,59.074,59.221,59.412,59.553,59.736,59.876,50.101
-2.48,-6,59.072,59.107,59.135,59.163,59.307,59.495,59.633,59.813,59.952,50.071
-2.4,-6,59.168,59.201,59.228,59.252,59.392,59.578,59.713,59.89,60.028,50.041
-2.32,-6,59.264,59.295,59.32,59.341,59.477,59.659,59.792,59.966,60.102,50.011
-2.24,-6,59.359,59.389,59.412,59.429,59.562,59.741,59.87,60.041,60.176,49.98
-2.16,-6,59.454,59.482,59.503,59.516,59.645,59.821,59.947,60.115,60.249,49.949
-2.08,-6,59.549,59.575,59.594,59.603,59.728,59.901,60.024,60.189,60.321,49.918
-2,-6,59.644,59.668,59.684,59.69,59.811,59.98,60.1,60.261,60.392,49.886
-1.92,-6,59.738,59.76,59.774,59.776,59.893,60.058,60.175,60.333,60.462,49.855
-1.84,-6,59.831,59.851,59.864,59.862,59.974,60.136,60.25,60.404,60.532,49.823
-1.76,-6,59.925,59.943,59.953,59.947,60.055,60.213,60.323,60.475,60.6,49.792
-1.68,-6,60.018,60.033,60.041,60.031,60.135,60.29,60.396,60.544,60.668,49.76
-1.6,-6,60.11,60.124,60.13,60.115,60.215,60.365,60.468,60.612,60.735,49.728
-1.52,-6,60.202,60.214,60.217,60.198,60.293,60.44,60.54,60.68,60.801,49.695
-1.44,-6,60.294,60.303,60.304,60.281,60.372,60.514,60.61,60.747,60.865,49.663
-1.36,-6,60.385,60.392,60.391,60.363,60.449,60.588,60.68,60.812,60.929,49.631
-1.28,-6,60.475,60.48,60.477,60.445,60.526,60.66,60.749,60.877,60.992,49.598
-1.2,-6,60.566,60.568,60.562,60.526,60.602,60.732,60.817,60.941,61.054,49.565
-1.12,-6,60.655,60.656,60.648,60.607,60.677,60.803,60.884,61.004,61.116,49.532
-1.04,-6,60.745,60.743,60.732,60.687,60.752,60.874,60.95,61.067,61.176,49.498
-0.96,-6,60.833,60.829,60.816,60.766,60.826,60.943,61.016,61.128,61.235,49.464
-0.88,-6,60.922,60.915,60.899,60.845,60.9,61.012,61.081,61.188,61.293,49.43
-0.8,-6,61.009,61.001,60.982,60.923,60.972,61.08,61.144,61.248,61.35,49.394
-0.72,-6,61.097,61.086,61.065,61,61.044,61.147,61.207,61.306,61.407,49.358
-0.64,-6,61.184,61.17,61.147,61.077,61.116,61.214,61.27,61.364,61.462,49.321
-0.56,-6,61.27,61.254,61.228,61.154,61.186,61.279,61.331,61.421,61.517,49.283
-0.48,-6,61.356,61.338,61.309,61.23,61.256,61.344,61.391,61.477,61.57,49.244
-0.4,-6,61.442,61.421,61.389,61.305,61.326,61.408,61.451,61.532,61.623,49.204
-0.32,-6,61.527,61.503,61.469,61.38,61.394,61.472,61.51,61.586,61.675,49.162
