X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,45.63,45.773,45.932,46.194,40.671
-5.92,-6,45.73,45.872,46.03,46.291,40.695
-5.84,-6,45.831,45.971,46.128,46.387,40.718
-5.76,-6,45.931,46.071,46.227,46.484,40.741
-5.68,-6,46.032,46.171,46.325,46.581,40.764
-5.6,-6,46.134,46.271,46.424,46.678,40.786
-5.52,-6,46.235,46.371,46.524,46.775,40.807
-5.44,-6,46.337,46.471,46.623,46.872,40.828
-5.36,-6,46.439,46.572,46.723,46.969,40.849
-5.28,-6,46.541,46.673,46.822,47.067,40.869
-5.2,-6,46.644,46.774,46.922,47.164,40.889
-5.12,-6,46.746,46.876,47.022,47.262,40.908
-5.04,-6,46.849,46.977,47.122,47.36,40.926
-4.96,-6,46.952,47.079,47.223,47.458,40.945
-4.88,-6,47.055,47.18,47.323,47.556,40.962
-4.8,-6,47.158,47.282,47.424,47.654,40.979
-4.72,-6,47.262,47.384,47.524,47.752,40.996
-4.64,-6,47.365,47.486,47.625,47.85,41.012
-4.56,-6,47.469,47.588,47.725,47.948,41.028
-4.48,-6,47.573,47.691,47.826,48.046,41.045
-4.4,-6,47.677,47.793,47.927,48.144,41.062
-4.32,-6,47.781,47.895,48.028,48.241,41.079
-4.24,-6,47.885,47.998,48.128,48.339,41.095
-4.16,-6,47.989,48.1,48.229,48.437,41.111
-4.08,-6,48.093,48.202,48.33,48.535,41.126
-4,-6,48.197,48.305,48.431,48.632,41.14
-3.92,-6,48.301,48.407,48.531,48.729,41.154
-3.84,-6,48.405,48.509,48.632,48.826,41.166
-3.76,-6,48.51,48.612,48.732,48.923,41.179
-3.68,-6,48.614,48.714,48.832,49.02,41.19
-3.6,-6,48.718,48.816,48.932,49.117,41.201
-3.52,-6,48.822,48.918,49.032,49.213,41.211
-3.44,-6,48.926,49.02,49.132,49.309,41.22
-3.36,-6,49.029,49.121,49.232,49.405,41.228
-3.28,-6,49.133,49.223,49.331,49.5,41.235
-3.2,-6,49.237,49.324,49.43,49.595,41.233
-3.12,-6,49.34,49.425,49.529,49.69,41.222
-3.04,-6,49.443,49.526,49.628,49.785,41.209
-2.96,-6,49.546,49.627,49.727,49.879,41.196
-2.88,-6,49.649,49.728,49.825,49.973,41.183
-2.8,-6,49.752,49.828,49.923,50.066,41.168
-2.72,-6,49.854,49.928,50.02,50.159,41.153
-2.64,-6,49.957,50.028,50.117,50.251,41.138
-2.56,-6,50.058,50.127,50.214,50.343,41.122
