X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,51.319,51.535,51.848,52.21,37.636
-5.92,-6,51.425,51.641,51.954,52.316,37.65
-5.84,-6,51.531,51.747,52.059,52.421,37.666
-5.76,-6,51.637,51.852,52.165,52.527,37.682
-5.68,-6,51.743,51.958,52.271,52.633,37.699
-5.6,-6,51.849,52.064,52.376,52.738,37.716
-5.52,-6,51.955,52.17,52.482,52.844,37.735
-5.44,-6,52.061,52.276,52.588,52.95,37.754
-5.36,-6,52.167,52.382,52.694,53.055,37.775
-5.28,-6,52.273,52.488,52.799,53.161,37.796
-5.2,-6,52.378,52.593,52.905,53.266,37.819
-5.12,-6,52.484,52.699,53.01,53.371,37.843
-5.04,-6,52.59,52.805,53.116,53.476,37.869
-4.96,-6,52.696,52.91,53.221,53.581,37.896
-4.88,-6,52.801,53.015,53.326,53.686,37.924
-4.8,-6,52.906,53.12,53.43,53.791,37.954
-4.72,-6,53.011,53.225,53.535,53.895,37.986
-4.64,-6,53.116,53.33,53.639,53.999,38.019
-4.56,-6,53.221,53.434,53.743,54.103,38.058
-4.48,-6,53.325,53.538,53.847,54.206,38.14
-4.4,-6,53.429,53.642,53.95,54.309,38.226
-4.32,-6,53.533,53.745,54.053,54.411,38.316
-4.24,-6,53.636,53.848,54.155,54.513,38.409
-4.16,-6,53.739,53.951,54.257,54.615,38.505
-4.08,-6,53.841,54.053,54.359,54.716,38.603
-4,-6,53.943,54.154,54.46,54.817,38.703
-3.92,-6,54.045,54.255,54.56,54.917,38.803
-3.84,-6,54.146,54.356,54.66,55.016,38.904
-3.76,-6,54.246,54.455,54.76,55.115,39.004
-3.68,-6,54.346,54.555,54.858,55.213,39.104
-3.6,-6,54.445,54.653,54.956,55.31,39.201
-3.52,-6,54.544,54.751,55.053,55.406,39.297
-3.44,-6,54.642,54.848,55.149,55.502,39.39
-3.36,-6,54.739,54.945,55.245,55.597,39.48
-3.28,-6,54.835,55.041,55.34,55.69,39.566
-3.2,-6,54.931,55.135,55.434,55.783,39.648
-3.12,-6,55.026,55.229,55.527,55.875,39.726
-3.04,-6,55.12,55.323,55.618,55.966,39.799
-2.96,-6,55.213,55.415,55.71,56.056,39.847
-2.88,-6,55.305,55.506,55.799,56.145,39.853
-2.8,-6,55.397,55.596,55.888,56.233,39.838
-2.72,-6,55.488,55.686,55.976,56.32,39.82
-2.64,-6,55.577,55.774,56.063,56.405,39.797
-2.56,-6,55.666,55.862,56.149,56.489,39.771
-2.48,-6,55.754,55.948,56.233,56.572,39.741
-2.4,-6,55.841,56.033,56.317,56.653,39.708
-2.32,-6,55.927,56.118,56.399,56.734,39.672
-2.24,-6,56.012,56.201,56.48,56.813,39.632
-2.16,-6,56.096,56.283,56.559,56.89,39.59
-2.08,-6,56.18,56.364,56.638,56.966,39.545
-2,-6,56.262,56.444,56.715,57.041,39.497
-1.92,-6,56.343,56.523,56.791,57.114,39.448
-1.84,-6,56.424,56.601,56.866,57.186,39.396
-1.76,-6,56.504,56.678,56.939,57.256,39.342
-1.68,-6,56.583,56.754,57.012,57.325,39.286
-1.6,-6,56.661,56.829,57.083,57.392,39.229
-1.52,-6,56.739,56.903,57.153,57.458,39.17
-1.44,-6,56.816,56.976,57.221,57.522,39.11
-1.36,-6,56.892,57.049,57.289,57.585,39.049
-1.28,-6,56.968,57.12,57.355,57.647,38.987
-1.2,-6,57.043,57.191,57.421,57.706,38.924
-1.12,-6,57.118,57.261,57.485,57.765,38.86
-1.04,-6,57.193,57.331,57.548,57.822,38.795
-0.96,-6,57.267,57.4,57.611,57.878,38.73
-0.88,-6,57.341,57.468,57.672,57.932,38.663
-0.8,-6,57.415,57.536,57.733,57.986,38.596
-0.72,-6,57.489,57.604,57.793,58.038,38.527
-0.64,-6,57.563,57.672,57.852,58.088,38.457
-0.56,-6,57.637,57.739,57.911,58.138,38.385
-0.48,-6,57.711,57.806,57.969,58.187,38.311
-0.4,-6,57.785,57.873,58.027,58.234,38.235
-0.32,-6,57.859,57.94,58.084,58.281,38.155
-0.24,-6,57.933,58.007,58.141,58.327,38.071
-0.16,-6,58.008,58.074,58.198,58.372,37.983
-0.08,-6,58.082,58.141,58.254,58.416,37.889
0,-6,58.157,58.208,58.311,58.46,37.79
0.08,-6,58.137,58.188,58.276,58.408,37.711
0.16,-6,58.175,58.22,58.295,58.411,37.629
0.24,-6,58.217,58.256,58.318,58.42,37.791
0.32,-6,58.259,58.291,58.342,58.428,37.496
0.4,-6,58.298,58.324,58.362,58.431,37.254
0.48,-6,58.332,58.351,58.377,58.431,37.049
0.56,-6,58.362,58.373,58.387,58.424,36.869
0.64,-6,58.385,58.39,58.391,58.412,36.677
0.72,-6,58.402,58.401,58.39,58.394,36.504
0.8,-6,58.414,58.406,58.384,58.37,36.364
0.88,-6,58.419,58.407,58.372,58.342,36.226
0.96,-6,58.424,58.401,58.356,58.308,36.087
1.04,-6,58.429,58.393,58.335,58.268,35.947
1.12,-6,58.428,58.386,58.309,58.226,35.807
