X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),App(SEL)
-6,-6,46.168,46.287,46.417,46.651,41.702
-5.92,-6,46.268,46.386,46.514,46.747,41.709
-5.84,-6,46.369,46.485,46.613,46.843,41.715
-5.76,-6,46.47,46.585,46.711,46.94,41.722
-5.68,-6,46.571,46.684,46.809,47.036,41.728
-5.6,-6,46.672,46.785,46.908,47.133,41.734
-5.52,-6,46.774,46.885,47.007,47.23,41.739
-5.44,-6,46.876,46.986,47.107,47.327,41.745
-5.36,-6,46.978,47.086,47.206,47.424,41.75
-5.28,-6,47.08,47.188,47.306,47.522,41.755
-5.2,-6,47.183,47.289,47.406,47.619,41.76
-5.12,-6,47.286,47.391,47.506,47.717,41.764
-5.04,-6,47.39,47.492,47.607,47.815,41.768
-4.96,-6,47.493,47.594,47.707,47.913,41.772
-4.88,-6,47.597,47.697,47.808,48.012,41.775
-4.8,-6,47.701,47.799,47.909,48.11,41.778
-4.72,-6,47.805,47.902,48.01,48.208,41.781
-4.64,-6,47.909,48.005,48.111,48.307,41.784
-4.56,-6,48.014,48.107,48.213,48.405,41.786
-4.48,-6,48.119,48.211,48.314,48.504,41.788
-4.4,-6,48.224,48.314,48.415,48.603,41.789
-4.32,-6,48.329,48.417,48.517,48.701,41.79
-4.24,-6,48.434,48.521,48.619,48.8,41.791
-4.16,-6,48.54,48.624,48.721,48.899,41.792
-4.08,-6,48.645,48.728,48.822,48.997,41.792
-4,-6,48.751,48.832,48.924,49.096,41.792
-3.92,-6,48.857,48.936,49.026,49.194,41.792
-3.84,-6,48.962,49.039,49.128,49.293,41.793
-3.76,-6,49.068,49.143,49.23,49.391,41.795
-3.68,-6,49.174,49.247,49.332,49.49,41.796
-3.6,-6,49.28,49.351,49.434,49.588,41.797
-3.52,-6,49.387,49.455,49.535,49.686,41.797
-3.44,-6,49.493,49.559,49.637,49.784,41.797
-3.36,-6,49.599,49.663,49.739,49.882,41.796
-3.28,-6,49.705,49.767,49.841,49.98,41.795
-3.2,-6,49.812,49.871,49.942,50.077,41.793
-3.12,-6,49.918,49.975,50.043,50.174,41.791
-3.04,-6,50.024,50.079,50.145,50.271,41.788
-2.96,-6,50.13,50.183,50.246,50.368,41.785
-2.88,-6,50.236,50.286,50.347,50.465,41.781
-2.8,-6,50.343,50.39,50.448,50.561,41.776
-2.72,-6,50.449,50.493,50.549,50.657,41.771
-2.64,-6,50.555,50.596,50.649,50.753,41.762
-2.56,-6,50.66,50.7,50.75,50.849,41.744
-2.48,-6,50.766,50.803,50.85,50.944,41.72
-2.4,-6,50.872,50.906,50.95,51.039,41.696
-2.32,-6,50.978,51.008,51.049,51.134,41.671
-2.24,-6,51.083,51.111,51.149,51.228,41.646
-2.16,-6,51.189,51.213,51.248,51.322,41.62
-2.08,-6,51.294,51.316,51.347,51.416,41.594
-2,-6,51.399,51.418,51.446,51.509,41.568
-1.92,-6,51.504,51.52,51.545,51.602,41.541
-1.84,-6,51.608,51.621,51.643,51.695,41.514
-1.76,-6,51.713,51.723,51.741,51.787,41.486
-1.68,-6,51.817,51.824,51.839,51.879,41.459
