X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),App(SEL)
-6,-6,40.627,40.863,41.152,41.558,41.908,42.244,38.315
-5.92,-6,40.745,40.981,41.269,41.673,42.022,42.357,38.394
-5.84,-6,40.864,41.099,41.386,41.789,42.137,42.471,38.472
-5.76,-6,40.983,41.218,41.504,41.906,42.252,42.584,38.547
-5.68,-6,41.103,41.337,41.622,42.022,42.367,42.698,38.621
-5.6,-6,41.223,41.456,41.74,42.139,42.482,42.812,38.693
-5.52,-6,41.343,41.575,41.859,42.256,42.598,42.926,38.762
-5.44,-6,41.464,41.695,41.978,42.373,42.714,43.041,38.83
-5.36,-6,41.585,41.816,42.097,42.491,42.83,43.155,38.894
-5.28,-6,41.707,41.936,42.216,42.609,42.946,43.27,38.957
-5.2,-6,41.828,42.057,42.336,42.727,43.063,43.385,39.016
-5.12,-6,41.95,42.179,42.456,42.845,43.179,43.5,39.073
-5.04,-6,42.073,42.3,42.576,42.963,43.296,43.615,39.128
-4.96,-6,42.196,42.422,42.697,43.082,43.413,43.73,39.179
-4.88,-6,42.319,42.545,42.818,43.201,43.53,43.846,39.228
-4.8,-6,42.442,42.667,42.939,43.32,43.647,43.961,39.235
-4.72,-6,42.566,42.79,43.06,43.439,43.765,44.076,39.239
-4.64,-6,42.69,42.913,43.182,43.559,43.882,44.192,39.242
-4.56,-6,42.815,43.037,43.304,43.679,44,44.307,39.243
-4.48,-6,42.94,43.161,43.426,43.798,44.117,44.423,39.243
-4.4,-6,43.065,43.285,43.548,43.918,44.235,44.538,39.241
-4.32,-6,43.191,43.41,43.671,44.039,44.353,44.654,39.238
-4.24,-6,43.317,43.534,43.794,44.159,44.471,44.77,39.233
-4.16,-6,43.443,43.659,43.917,44.279,44.589,44.885,39.227
-4.08,-6,43.57,43.785,44.041,44.4,44.707,45.001,39.221
-4,-6,43.697,43.911,44.164,44.521,44.825,45.116,39.213
-3.92,-6,43.825,44.037,44.288,44.642,44.943,45.231,39.205
-3.84,-6,43.953,44.163,44.413,44.763,45.062,45.347,39.196
-3.76,-6,44.081,44.29,44.537,44.884,45.18,45.462,39.187
-3.68,-6,44.21,44.417,44.662,45.006,45.298,45.577,39.177
-3.6,-6,44.339,44.545,44.787,45.127,45.416,45.692,39.167
-3.52,-6,44.468,44.673,44.912,45.249,45.535,45.807,39.157
-3.44,-6,44.599,44.801,45.038,45.371,45.653,45.922,39.146
-3.36,-6,44.729,44.93,45.164,45.493,45.772,46.037,39.135
-3.28,-6,44.86,45.059,45.29,45.615,45.89,46.152,39.127
-3.2,-6,44.992,45.189,45.417,45.737,46.008,46.266,39.12
-3.12,-6,45.124,45.319,45.544,45.86,46.127,46.381,39.098
