X(nmi),Y(nmi),Dep_SL1(SEL),Dep_SL2(SEL),Dep_SL3(SEL),Dep_SL4(SEL),Dep_SL5(SEL),Dep_SL6(SEL),Dep_SL7(SEL),Dep_SL8(SEL),Dep_SL9(SEL),App(SEL)
-6,-6,44.923,45.028,45.122,45.307,45.522,45.707,45.941,46.191,46.358,45.147
-5.92,-6,45.016,45.12,45.214,45.398,45.612,45.795,46.029,46.277,46.444,45.104
-5.84,-6,45.109,45.212,45.305,45.488,45.701,45.884,46.116,46.364,46.53,45.059
-5.76,-6,45.202,45.304,45.397,45.579,45.79,45.972,46.204,46.451,46.616,45.014
-5.68,-6,45.295,45.397,45.489,45.67,45.88,46.061,46.291,46.537,46.703,44.968
-5.6,-6,45.388,45.49,45.581,45.76,45.97,46.149,46.379,46.624,46.789,44.921
-5.52,-6,45.482,45.582,45.673,45.852,46.059,46.238,46.467,46.711,46.875,44.873
-5.44,-6,45.575,45.675,45.765,45.943,46.149,46.327,46.554,46.798,46.961,44.825
-5.36,-6,45.669,45.768,45.857,46.034,46.239,46.416,46.642,46.884,47.048,44.775
-5.28,-6,45.763,45.862,45.95,46.125,46.329,46.504,46.73,46.971,47.134,44.725
-5.2,-6,45.857,45.955,46.042,46.216,46.419,46.593,46.818,47.058,47.22,44.674
-5.12,-6,45.951,46.048,46.135,46.308,46.509,46.682,46.905,47.145,47.306,44.623
-5.04,-6,46.045,46.142,46.227,46.399,46.599,46.771,46.993,47.231,47.392,44.571
-4.96,-6,46.139,46.235,46.32,46.49,46.689,46.86,47.081,47.318,47.478,44.519
-4.88,-6,46.233,46.329,46.412,46.582,46.779,46.948,47.168,47.404,47.564,44.466
-4.8,-6,46.328,46.422,46.505,46.673,46.869,47.037,47.255,47.491,47.65,44.412
-4.72,-6,46.422,46.516,46.598,46.764,46.958,47.125,47.343,47.577,47.735,44.359
-4.64,-6,46.516,46.609,46.69,46.856,47.048,47.214,47.43,47.663,47.821,44.304
-4.56,-6,46.61,46.703,46.783,46.947,47.138,47.302,47.517,47.749,47.906,44.25
-4.48,-6,46.705,46.796,46.875,47.038,47.227,47.39,47.604,47.834,47.991,44.195
-4.4,-6,46.799,46.889,46.968,47.129,47.316,47.478,47.69,47.92,48.075,44.14
-4.32,-6,46.893,46.983,47.06,47.22,47.405,47.566,47.777,48.005,48.16,44.085
-4.24,-6,46.987,47.076,47.152,47.31,47.494,47.654,47.863,48.09,48.244,44.029
-4.16,-6,47.081,47.169,47.244,47.401,47.583,47.741,47.949,48.174,48.328,43.974
-4.08,-6,47.174,47.262,47.336,47.491,47.672,47.828,48.034,48.259,48.411,43.918
-4,-6,47.268,47.354,47.427,47.581,47.76,47.915,48.119,48.342,48.494,43.862
-3.92,-6,47.361,47.447,47.518,47.671,47.848,48.001,48.204,48.426,48.577,43.807
-3.84,-6,47.454,47.539,47.61,47.76,47.935,48.087,48.289,48.509,48.659,43.751
-3.76,-6,47.547,47.631,47.7,47.85,48.023,48.173,48.373,48.592,48.741,43.696
-3.68,-6,47.64,47.723,47.791,47.939,48.11,48.258,48.457,48.674,48.823,43.64
-3.6,-6,47.732,47.814,47.881,48.027,48.196,48.343,48.54,48.756,48.904,43.585
-3.52,-6,47.824,47.906,47.971,48.116,48.283,48.428,48.623,48.837,48.984,43.53
-3.44,-6,47.916,47.996,48.061,48.204,48.368,48.512,48.705,48.918,49.064,43.475
-3.36,-6,48.008,48.087,48.15,48.291,48.454,48.596,48.787,48.998,49.143,43.42
-3.28,-6,48.099,48.177,48.239,48.378,48.539,48.679,48.868,49.078,49.222,43.366
-3.2,-6,48.19,48.267,48.327,48.465,48.623,48.761,48.949,49.157,49.3,43.312
-3.12,-6,48.28,48.356,48.415,48.551,48.707,48.843,49.029,49.235,49.377,43.258
