Longitude,Latitude
-94.701478,39.306873
-94.70897805,39.28148372
-94.70897805,39.28148372
-94.70901271,39.28136716
-94.70904781,39.28125068
-94.70908335,39.28113428
-94.70911933,39.28101796
-94.70915574,39.28090172
-94.70919259,39.28078557
-94.70922988,39.28066949
-94.7092676,39.2805535
-94.70930576,39.2804376
-94.70934435,39.28032179
-94.70938338,39.28020606
-94.70942284,39.28009042
-94.70946274,39.27997486
-94.70950307,39.2798594
-94.70954384,39.27974403
-94.70958504,39.27962876
-94.70962667,39.27951357
-94.70966874,39.27939848
-94.70971124,39.27928349
-94.70975417,39.27916859
-94.70979753,39.27905378
-94.70984132,39.27893908
-94.70988555,39.27882448
-94.7099302,39.27870997
-94.70997529,39.27859557
-94.71002081,39.27848127
-94.71006675,39.27836707
-94.71011312,39.27825297
-94.71015993,39.27813898
-94.71020716,39.2780251
-94.71025482,39.27791132
-94.71030291,39.27779765
-94.71035142,39.27768409
-94.71040036,39.27757064
-94.71044973,39.2774573
-94.71049952,39.27734407
-94.71054974,39.27723095
-94.71060038,39.27711795
-94.71065145,39.27700506
-94.71070294,39.27689229
-94.71075486,39.27677963
-94.7108072,39.27666709
-94.71085996,39.27655467
-94.71091314,39.27644237
-94.71096675,39.27633019
-94.71102078,39.27621813
-94.71107523,39.27610619
-94.7111301,39.27599437
-94.71118539,39.27588268
-94.7112411,39.27577112
-94.71129722,39.27565968
-94.71135377,39.27554836
-94.71141074,39.27543718
-94.71146812,39.27532612
-94.71152592,39.27521519
-94.71158414,39.27510439
-94.71164277,39.27499373
-94.71170182,39.27488319
-94.71176129,39.27477279
-94.71182116,39.27466253
-94.71188146,39.2745524
-94.71194217,39.2744424
-94.71200329,39.27433255
-94.71206482,39.27422283
-94.71212677,39.27411325
-94.71218912,39.27400381
-94.71225189,39.27389451
-94.71231507,39.27378535
-94.71237866,39.27367634
-94.71244266,39.27356747
-94.71250707,39.27345874
-94.71257188,39.27335016
-94.71263711,39.27324172
-94.71270274,39.27313343
-94.71276878,39.27302529
-94.71283522,39.2729173
-94.71290207,39.27280946
-94.71296933,39.27270177
-94.71303699,39.27259424
-94.71310505,39.27248685
-94.71317352,39.27237962
-94.71324239,39.27227254
-94.71331166,39.27216562
-94.71338134,39.27205886
-94.71345141,39.27195225
-94.71352189,39.2718458
-94.71359276,39.27173951
-94.71366404,39.27163338
-94.71373571,39.27152741
-94.71380778,39.2714216
-94.71388025,39.27131596
-94.71395312,39.27121047
-94.71402638,39.27110516
-94.71410004,39.271
