Longitude,Latitude
-94.726592,39.290862
-94.5507194,39.274824
-94.5507194,39.274824
-94.55071633,39.27482372
-94.55071326,39.27482344
-94.55071019,39.27482315
-94.55070713,39.27482287
-94.55070406,39.27482259
-94.55070099,39.27482231
-94.55069792,39.27482203
-94.55069485,39.27482174
-94.55069178,39.27482146
-94.55068871,39.27482118
-94.55068564,39.27482089
-94.55068257,39.27482061
-94.5506795,39.27482032
-94.55067644,39.27482004
-94.55067337,39.27481975
-94.5506703,39.27481946
-94.55066723,39.27481918
-94.55066416,39.27481889
-94.55066109,39.2748186
-94.55065802,39.27481831
-94.55065496,39.27481803
-94.55065189,39.27481774
-94.55064882,39.27481745
-94.55064575,39.27481716
-94.55064268,39.27481687
-94.55063962,39.27481658
-94.55063655,39.27481629
-94.55063348,39.274816
-94.55063041,39.2748157
-94.55062735,39.27481541
-94.55062428,39.27481512
-94.55062121,39.27481483
-94.55061814,39.27481453
-94.55061508,39.27481424
-94.55061201,39.27481394
-94.55060894,39.27481365
-94.55060587,39.27481336
-94.55060281,39.27481306
-94.55059974,39.27481276
-94.55059667,39.27481247
-94.55059361,39.27481217
-94.55059054,39.27481187
-94.55058747,39.27481158
-94.55058441,39.27481128
-94.55058134,39.27481098
-94.55057827,39.27481068
-94.55057521,39.27481038
-94.55057214,39.27481008
-94.55056907,39.27480978
-94.55056601,39.27480948
-94.55056294,39.27480918
-94.55055987,39.27480888
-94.55055681,39.27480858
-94.55055374,39.27480828
-94.55055068,39.27480797
-94.55054761,39.27480767
-94.55054454,39.27480737
-94.55054148,39.27480706
-94.55053841,39.27480676
-94.55053535,39.27480645
-94.55053228,39.27480615
-94.55052922,39.27480584
-94.55052615,39.27480554
-94.55052308,39.27480523
-94.55052002,39.27480493
-94.55051695,39.27480462
-94.55051389,39.27480431
-94.55051082,39.274804
-94.55050776,39.27480369
-94.55050469,39.27480339
-94.55050163,39.27480308
-94.55049856,39.27480277
-94.5504955,39.27480246
-94.55049244,39.27480215
-94.55048937,39.27480184
-94.55048631,39.27480153
-94.55048324,39.27480121
-94.55048018,39.2748009
-94.55047711,39.27480059
-94.55047405,39.27480028
-94.55047098,39.27479996
-94.55046792,39.27479965
-94.55046486,39.27479934
-94.55046179,39.27479902
-94.55045873,39.27479871
-94.55045566,39.27479839
-94.5504526,39.27479807
-94.55044954,39.27479776
-94.55044647,39.27479744
-94.55044341,39.27479713
-94.55044035,39.27479681
-94.55043728,39.27479649
-94.55043422,39.27479617
-94.55043116,39.27479585
-94.55042809,39.27479553
-94.55042503,39.27479521
-94.55042197,39.27479489
-94.5504189,39.27479457
-94.55041584,39.27479425
-94.55041278,39.27479393
-94.55040972,39.27479361
-94.55040665,39.27479329
-94.55040359,39.27479297
-94.55040053,39.27479264
-94.55039747,39.27479232
-94.5503944,39.274792
-94.55039134,39.27479167
-94.55038828,39.27479135
-94.55038522,39.27479102
-94.55038215,39.2747907
-94.55037909,39.27479037
-94.55037603,39.27479005
-94.55037297,39.27478972
-94.55036991,39.27478939
-94.55036685,39.27478907
-94.55036378,39.27478874
-94.55036072,39.27478841
-94.55035766,39.27478808
-94.5503546,39.27478775
-94.55035154,39.27478742
-94.55034848,39.27478709
-94.55034542,39.27478676
-94.55034235,39.27478643
-94.55033929,39.2747861
